sample_name	body_habita	collection_timestamp	date	description	dna_extracted	elevation	env_biome	env_feature	env_material	env_package	geo_loc_name	host_body_habitat	host_body_product	host_body_site	host_common_name	host_scientific_name	host_subject_id	host_taxid	latitude	location	loccat	longitude	physical_location	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_type	scientific_name	surcat	surface	title
10172.10801	not applicable	1/1/14 12:00	1/1/14	R9014.Cold Tap Faucet Handle.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9014.Cold Tap Faucet Handle.311	not applicable	41.47	r9014	r9014	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Cold Tap Faucet Handle	indoor metagenome	Room_Surface	Cold Tap Faucet Handle	Hospital-associated microbiota and implications for nosocomial infections
10172.10805	not applicable	1/1/14 12:00	1/1/14	R9015.Bedrail.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9015.Bedrail.311	not applicable	41.47	r9015	r9015	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Bedrail	indoor metagenome	Room_Surface	Bedrail	Hospital-associated microbiota and implications for nosocomial infections
10172.10806	not applicable	1/1/14 12:00	1/1/14	R9015.Glove from Glove Box.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9015.Glove from Glove Box.311	not applicable	41.47	r9015	r9015	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Glove from Glove Box	indoor metagenome	Glove	Glove from Glove Box	Hospital-associated microbiota and implications for nosocomial infections
10172.10807	not applicable	1/1/14 12:00	1/1/14	R9015.Floor.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9015.Floor.311	not applicable	41.47	r9015	r9015	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Floor	indoor metagenome	Room_Surface	Floor	Hospital-associated microbiota and implications for nosocomial infections
10172.10808	not applicable	1/1/14 12:00	1/1/14	R9015.Cold Tap Faucet Handle.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9015.Cold Tap Faucet Handle.311	not applicable	41.47	r9015	r9015	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Cold Tap Faucet Handle	indoor metagenome	Room_Surface	Cold Tap Faucet Handle	Hospital-associated microbiota and implications for nosocomial infections
10172.1081	not applicable	2/27/13 12:00	2/27/13	S10.Hot Tap Water Faucet Handle.3	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S10.Hot Tap Water Faucet Handle.3	not applicable	41.47	s10	s10	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Hot Tap Water Faucet Handle	indoor metagenome	Station_Surface	Hot Tap Water Faucet Handle	Hospital-associated microbiota and implications for nosocomial infections
10172.10812	not applicable	1/1/14 12:00	1/1/14	R9016.Bedrail.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9016.Bedrail.311	not applicable	41.47	r9016	r9016	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Bedrail	indoor metagenome	Room_Surface	Bedrail	Hospital-associated microbiota and implications for nosocomial infections
10172.10813	not applicable	1/1/14 12:00	1/1/14	R9016.Glove from Glove Box.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9016.Glove from Glove Box.311	not applicable	41.47	r9016	r9016	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Glove from Glove Box	indoor metagenome	Glove	Glove from Glove Box	Hospital-associated microbiota and implications for nosocomial infections
10172.10814	not applicable	1/1/14 12:00	1/1/14	R9016.Floor.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9016.Floor.311	not applicable	41.47	r9016	r9016	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Floor	indoor metagenome	Room_Surface	Floor	Hospital-associated microbiota and implications for nosocomial infections
10172.10815	not applicable	1/1/14 12:00	1/1/14	R9016.Cold Tap Faucet Handle.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9016.Cold Tap Faucet Handle.311	not applicable	41.47	r9016	r9016	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Cold Tap Faucet Handle	indoor metagenome	Room_Surface	Cold Tap Faucet Handle	Hospital-associated microbiota and implications for nosocomial infections
10172.10819	not applicable	1/1/14 12:00	1/1/14	R9017.Bedrail.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9017.Bedrail.311	not applicable	41.47	r9017	r9017	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Bedrail	indoor metagenome	Room_Surface	Bedrail	Hospital-associated microbiota and implications for nosocomial infections
10172.1082	not applicable	2/27/13 12:00	2/27/13	S10.Cold Tap Water Faucet Handle.3	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S10.Cold Tap Water Faucet Handle.3	not applicable	41.47	s10	s10	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Cold Tap Water Faucet Handle	indoor metagenome	Station_Surface	Cold Tap Water Faucet Handle	Hospital-associated microbiota and implications for nosocomial infections
10172.10820	not applicable	1/1/14 12:00	1/1/14	R9017.Glove from Glove Box.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9017.Glove from Glove Box.311	not applicable	41.47	r9017	r9017	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Glove from Glove Box	indoor metagenome	Glove	Glove from Glove Box	Hospital-associated microbiota and implications for nosocomial infections
10172.10821	not applicable	1/1/14 12:00	1/1/14	R9017.Floor.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9017.Floor.311	not applicable	41.47	r9017	r9017	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Floor	indoor metagenome	Room_Surface	Floor	Hospital-associated microbiota and implications for nosocomial infections
10172.10826	not applicable	1/1/14 12:00	1/1/14	R9018.Bedrail.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9018.Bedrail.311	not applicable	41.47	r9018	r9018	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Bedrail	indoor metagenome	Room_Surface	Bedrail	Hospital-associated microbiota and implications for nosocomial infections
10172.10827	not applicable	1/1/14 12:00	1/1/14	R9018.Glove from Glove Box.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9018.Glove from Glove Box.311	not applicable	41.47	r9018	r9018	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true				10172	Glove from Glove Box	indoor metagenome	Glove	Glove from Glove Box	Hospital-associated microbiota and implications for nosocomial infections
10172.10828	not applicable	1/1/14 12:00	1/1/14	R9018.Floor.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9018.Floor.311	not applicable	41.47	r9018	r9018	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Floor	indoor metagenome	Room_Surface	Floor	Hospital-associated microbiota and implications for nosocomial infections
10172.10829	not applicable	1/1/14 12:00	1/1/14	R9018.Cold Tap Faucet Handle.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9018.Cold Tap Faucet Handle.311	not applicable	41.47	r9018	r9018	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Cold Tap Faucet Handle	indoor metagenome	Room_Surface	Cold Tap Faucet Handle	Hospital-associated microbiota and implications for nosocomial infections
10172.1083	UBERON:skin	2/27/13 12:00	2/27/13	Staff 10-A.Hand.3	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:hand skin	human	Homo sapiens	Staff 10-A.Hand.3	9606	41.47	Staff 10-A	Staff 10-A	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Hand	human skin metagenome	Staff_Skin	Hand	Hospital-associated microbiota and implications for nosocomial infections
10172.10830	not applicable	1/1/14 12:00	1/1/14	S09.Countertop.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S09.Countertop.311	not applicable	41.47	s09	s09	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Countertop	indoor metagenome	Station_Surface	Countertop	Hospital-associated microbiota and implications for nosocomial infections
10172.10831	not applicable	1/1/14 12:00	1/1/14	S09.Computer Mouse.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S09.Computer Mouse.311	not applicable	41.47	s09	s09	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Computer Mouse	indoor metagenome	Station_Surface	Computer Mouse	Hospital-associated microbiota and implications for nosocomial infections
10172.10832	not applicable	1/1/14 12:00	1/1/14	S09.Station Phone.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S09.Station Phone.311	not applicable	41.47	s09	s09	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Station Phone	indoor metagenome	Station_Surface	Station Phone	Hospital-associated microbiota and implications for nosocomial infections
10172.10834	not applicable	1/1/14 12:00	1/1/14	S09.Corridor Floor.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S09.Corridor Floor.311	not applicable	41.47	s09	s09	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Corridor Floor	indoor metagenome	Station_Surface	Corridor Floor	Hospital-associated microbiota and implications for nosocomial infections
10172.10835	not applicable	1/1/14 12:00	1/1/14	S09.Hot Tap Water.311	true	210.3	urban biome	hospital	water	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S09.Hot Tap Water.311	not applicable	41.47	s09	s09	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Hot Tap Water	indoor metagenome	Water	Hot Tap Water	Hospital-associated microbiota and implications for nosocomial infections
10172.10836	not applicable	1/1/14 12:00	1/1/14	S09.Cold Tap Water.311	true	210.3	urban biome	hospital	water	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S09.Cold Tap Water.311	not applicable	41.47	s09	s09	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Cold Tap Water	indoor metagenome	Water	Cold Tap Water	Hospital-associated microbiota and implications for nosocomial infections
10172.10837	UBERON:skin	1/1/14 12:00	1/1/14	Staff 09-A.Hand.311	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:hand skin	human	Homo sapiens	Staff 09-A.Hand.311	9606	41.47	Staff 09-A	Staff 09-A	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Hand	human skin metagenome	Staff_Skin	Hand	Hospital-associated microbiota and implications for nosocomial infections
10172.10838	UBERON:skin	1/1/14 12:00	1/1/14	Staff 09-A.Nose.311	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:nose skin	human	Homo sapiens	Staff 09-A.Nose.311	9606	41.47	Staff 09-A	Staff 09-A	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Nose	human skin metagenome	Staff_Skin	Nose	Hospital-associated microbiota and implications for nosocomial infections
10172.10839	not applicable	1/1/14 12:00	1/1/14	Staff 09-A.Shoe.311	true	210.3	urban biome	hospital	anthropogenic environmental material	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-A.Shoe.311	not applicable	41.47	staff 09-a	staff 09-a	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Shoe	indoor metagenome	Staff_Surface	Shoe	Hospital-associated microbiota and implications for nosocomial infections
10172.1084	UBERON:skin	2/27/13 12:00	2/27/13	Staff 10-A.Nose.3	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:nose skin	human	Homo sapiens	Staff 10-A.Nose.3	9606	41.47	Staff 10-A	Staff 10-A	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Nose	human skin metagenome	Staff_Skin	Nose	Hospital-associated microbiota and implications for nosocomial infections
10172.10840	not applicable	1/1/14 12:00	1/1/14	Staff 09-A.Personal Cell Phone.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-A.Personal Cell Phone.311	not applicable	41.47	staff 09-a	staff 09-a	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Personal Cell Phone	indoor metagenome	Staff_Surface	Personal Cell Phone	Hospital-associated microbiota and implications for nosocomial infections
10172.10841	not applicable	1/1/14 12:00	1/1/14	Staff 09-A.Hospital Pager.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-A.Hospital Pager.311	not applicable	41.47	staff 09-a	staff 09-a	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Hospital Pager	indoor metagenome	Staff_Surface	Hospital Pager	Hospital-associated microbiota and implications for nosocomial infections
10172.10842	not applicable	1/1/14 12:00	1/1/14	Staff 09-A.Shirt Hem.311	true	210.3	urban biome	hospital	anthropogenic environmental material	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-A.Shirt Hem.311	not applicable	41.47	staff 09-a	staff 09-a	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Shirt Hem	indoor metagenome	Staff_Surface	Shirt Hem	Hospital-associated microbiota and implications for nosocomial infections
10172.10843	UBERON:skin	1/1/14 12:00	1/1/14	Staff 09-B.Hand.311	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:hand skin	human	Homo sapiens	Staff 09-B.Hand.311	9606	41.47	Staff 09-B	Staff 09-B	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Hand	human skin metagenome	Staff_Skin	Hand	Hospital-associated microbiota and implications for nosocomial infections
10172.10844	UBERON:skin	1/1/14 12:00	1/1/14	Staff 09-B.Nose.311	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:nose skin	human	Homo sapiens	Staff 09-B.Nose.311	9606	41.47	Staff 09-B	Staff 09-B	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Nose	human skin metagenome	Staff_Skin	Nose	Hospital-associated microbiota and implications for nosocomial infections
10172.10846	not applicable	1/1/14 12:00	1/1/14	Staff 09-B.Personal Cell Phone.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-B.Personal Cell Phone.311	not applicable	41.47	staff 09-b	staff 09-b	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Personal Cell Phone	indoor metagenome	Staff_Surface	Personal Cell Phone	Hospital-associated microbiota and implications for nosocomial infections
10172.10847	not applicable	1/1/14 12:00	1/1/14	Staff 09-B.Hospital Pager.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-B.Hospital Pager.311	not applicable	41.47	staff 09-b	staff 09-b	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Hospital Pager	indoor metagenome	Staff_Surface	Hospital Pager	Hospital-associated microbiota and implications for nosocomial infections
10172.10848	not applicable	1/1/14 12:00	1/1/14	Staff 09-B.Shirt Hem.311	true	210.3	urban biome	hospital	anthropogenic environmental material	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-B.Shirt Hem.311	not applicable	41.47	staff 09-b	staff 09-b	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Shirt Hem	indoor metagenome	Staff_Surface	Shirt Hem	Hospital-associated microbiota and implications for nosocomial infections
10172.10849	UBERON:skin	1/1/14 12:00	1/1/14	Staff 09-C.Hand.311	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:hand skin	human	Homo sapiens	Staff 09-C.Hand.311	9606	41.47	Staff 09-C	Staff 09-C	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Hand	human skin metagenome	Staff_Skin	Hand	Hospital-associated microbiota and implications for nosocomial infections
10172.1085	not applicable	2/27/13 12:00	2/27/13	Staff 10-A.Shoe.3	true	210.3	urban biome	hospital	anthropogenic environmental material	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 10-A.Shoe.3	not applicable	41.47	staff 10-a	staff 10-a	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Shoe	indoor metagenome	Staff_Surface	Shoe	Hospital-associated microbiota and implications for nosocomial infections
10172.10850	UBERON:skin	1/1/14 12:00	1/1/14	Staff 09-C.Nose.311	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:nose skin	human	Homo sapiens	Staff 09-C.Nose.311	9606	41.47	Staff 09-C	Staff 09-C	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Nose	human skin metagenome	Staff_Skin	Nose	Hospital-associated microbiota and implications for nosocomial infections
10172.10851	not applicable	1/1/14 12:00	1/1/14	Staff 09-C.Shoe.311	true	210.3	urban biome	hospital	anthropogenic environmental material	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-C.Shoe.311	not applicable	41.47	staff 09-c	staff 09-c	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Shoe	indoor metagenome	Staff_Surface	Shoe	Hospital-associated microbiota and implications for nosocomial infections
10172.10852	not applicable	1/1/14 12:00	1/1/14	Staff 09-C.Personal Cell Phone.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-C.Personal Cell Phone.311	not applicable	41.47	staff 09-c	staff 09-c	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Personal Cell Phone	indoor metagenome	Staff_Surface	Personal Cell Phone	Hospital-associated microbiota and implications for nosocomial infections
10172.10853	not applicable	1/1/14 12:00	1/1/14	Staff 09-C.Hospital Pager.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-C.Hospital Pager.311	not applicable	41.47	staff 09-c	staff 09-c	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Hospital Pager	indoor metagenome	Staff_Surface	Hospital Pager	Hospital-associated microbiota and implications for nosocomial infections
10172.10854	not applicable	1/1/14 12:00	1/1/14	Staff 09-C.Shirt Hem.311	true	210.3	urban biome	hospital	anthropogenic environmental material	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-C.Shirt Hem.311	not applicable	41.47	staff 09-c	staff 09-c	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Shirt Hem	indoor metagenome	Staff_Surface	Shirt Hem	Hospital-associated microbiota and implications for nosocomial infections
10172.10855	UBERON:skin	1/1/14 12:00	1/1/14	Staff 09-D.Hand.311	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:hand skin	human	Homo sapiens	Staff 09-D.Hand.311	9606	41.47	Staff 09-D	Staff 09-D	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Hand	human skin metagenome	Staff_Skin	Hand	Hospital-associated microbiota and implications for nosocomial infections
10172.10856	UBERON:skin	1/1/14 12:00	1/1/14	Staff 09-D.Nose.311	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:nose skin	human	Homo sapiens	Staff 09-D.Nose.311	9606	41.47	Staff 09-D	Staff 09-D	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Nose	human skin metagenome	Staff_Skin	Nose	Hospital-associated microbiota and implications for nosocomial infections
10172.10857	not applicable	1/1/14 12:00	1/1/14	Staff 09-D.Shoe.311	true	210.3	urban biome	hospital	anthropogenic environmental material	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-D.Shoe.311	not applicable	41.47	staff 09-d	staff 09-d	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Shoe	indoor metagenome	Staff_Surface	Shoe	Hospital-associated microbiota and implications for nosocomial infections
10172.10858	not applicable	1/1/14 12:00	1/1/14	Staff 09-D.Personal Cell Phone.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-D.Personal Cell Phone.311	not applicable	41.47	staff 09-d	staff 09-d	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Personal Cell Phone	indoor metagenome	Staff_Surface	Personal Cell Phone	Hospital-associated microbiota and implications for nosocomial infections
10172.10859	not applicable	1/1/14 12:00	1/1/14	Staff 09-D.Hospital Pager.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-D.Hospital Pager.311	not applicable	41.47	staff 09-d	staff 09-d	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Hospital Pager	indoor metagenome	Staff_Surface	Hospital Pager	Hospital-associated microbiota and implications for nosocomial infections
10172.1086	not applicable	2/27/13 12:00	2/27/13	Staff 10-A.Personal Cell Phone.3	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 10-A.Personal Cell Phone.3	not applicable	41.47	staff 10-a	staff 10-a	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Personal Cell Phone	indoor metagenome	Staff_Surface	Personal Cell Phone	Hospital-associated microbiota and implications for nosocomial infections
10172.10860	not applicable	1/1/14 12:00	1/1/14	Staff 09-D.Shirt Hem.311	true	210.3	urban biome	hospital	anthropogenic environmental material	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-D.Shirt Hem.311	not applicable	41.47	staff 09-d	staff 09-d	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Shirt Hem	indoor metagenome	Staff_Surface	Shirt Hem	Hospital-associated microbiota and implications for nosocomial infections
10172.10864	not applicable	1/1/14 12:00	1/1/14	R10014.Bedrail.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R10014.Bedrail.311	not applicable	41.47	r10014	r10014	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Bedrail	indoor metagenome	Room_Surface	Bedrail	Hospital-associated microbiota and implications for nosocomial infections
10172.10865	not applicable	1/1/14 12:00	1/1/14	R10014.Glove from Glove Box.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R10014.Glove from Glove Box.311	not applicable	41.47	r10014	r10014	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Glove from Glove Box	indoor metagenome	Glove	Glove from Glove Box	Hospital-associated microbiota and implications for nosocomial infections
10172.10866	not applicable	1/1/14 12:00	1/1/14	R10014.Floor.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R10014.Floor.311	not applicable	41.47	r10014	r10014	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Floor	indoor metagenome	Room_Surface	Floor	Hospital-associated microbiota and implications for nosocomial infections
10172.10867	not applicable	1/1/14 12:00	1/1/14	R10014.Cold Tap Faucet Handle.311	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R10014.Cold Tap Faucet Handle.311	not applicable	41.47	r10014	r10014	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Cold Tap Faucet Handle	indoor metagenome	Room_Surface	Cold Tap Faucet Handle	Hospital-associated microbiota and implications for nosocomial infections
